,id_gerente_junior,id_lead,estagio_lead,data_da_ligacao,status_da_ligacao,motivo_da_ligacao
1135,JNR1009MG,USR1177,lead,2/23/2022,unsuccessful,demo_not_attended
1136,JNR1009MG,USR1177,lead,2/23/2022,successful,demo_not_attended
1137,JNR1009MG,USR1177,awareness,2/23/2022,successful,post_demo_followup
1138,JNR1009MG,USR1177,consideration,2/23/2022,successful,interested_for_conversion
1139,JNR1009MG,USR1177,consideration,2/23/2022,successful,followup_for_conversion
1140,JNR1009MG,USR1177,consideration,2/23/2022,successful,followup_for_conversion
1141,JNR1009MG,USR1178,lead,2/23/2022,unsuccessful,lead_introduction
1142,JNR1009MG,USR1178,lead,2/24/2022,successful,lead_introduction
1143,JNR1009MG,USR1178,lead,2/25/2022,successful,demo_schedule
1144,JNR1009MG,USR1178,lead,2/26/2022,successful,demo_not_attended
1145,JNR1009MG,USR1178,lead,2/26/2022,successful,demo_not_attended
1146,JNR1009MG,USR1178,lead,2/26/2022,successful,demo_not_attended
1147,JNR1009MG,USR1178,awareness,2/26/2022,successful,post_demo_followup
1148,JNR1009MG,USR1179,lead,2/25/2022,successful,lead_introduction
1149,JNR1009MG,USR1179,lead,2/27/2022,successful,demo_schedule
1150,JNR1009MG,USR1179,lead,2/28/2022,successful,demo_not_attended
1151,JNR1009MG,USR1179,lead,2/28/2022,successful,demo_not_attended
1152,JNR1009MG,USR1180,lead,2/19/2022,unsuccessful,lead_introduction
1153,JNR1009MG,USR1180,lead,2/20/2022,successful,lead_introduction
1154,JNR1009MG,USR1180,lead,2/22/2022,successful,demo_schedule
1155,JNR1009MG,USR1180,lead,2/23/2022,successful,demo_not_attended
1156,JNR1010MG,USR1181,lead,1/1/2022,successful,lead_introduction
1157,JNR1010MG,USR1181,lead,1/2/2022,successful,demo_schedule
1158,JNR1010MG,USR1181,lead,1/3/2022,successful,demo_not_attended
1159,JNR1010MG,USR1181,lead,1/3/2022,successful,demo_not_attended
1160,JNR1010MG,USR1181,lead,1/3/2022,unsuccessful,demo_not_attended
1161,JNR1010MG,USR1181,lead,1/3/2022,successful,demo_not_attended
1162,JNR1010MG,USR1182,lead,1/1/2022,successful,lead_introduction
1163,JNR1010MG,USR1182,lead,1/2/2022,successful,demo_schedule
1164,JNR1010MG,USR1182,lead,1/7/2022,successful,demo_not_attended
1165,JNR1010MG,USR1182,lead,1/7/2022,successful,demo_not_attended
1166,JNR1010MG,USR1182,lead,1/7/2022,unsuccessful,demo_not_attended
1167,JNR1010MG,USR1182,lead,1/7/2022,successful,demo_not_attended
1168,JNR1010MG,USR1182,awareness,1/7/2022,successful,post_demo_followup
1169,JNR1010MG,USR1182,consideration,1/8/2022,successful,interested_for_conversion
1170,JNR1010MG,USR1182,consideration,1/8/2022,successful,followup_for_conversion
1171,JNR1010MG,USR1182,consideration,1/8/2022,successful,followup_for_conversion
1172,JNR1010MG,USR1182,conversion,1/8/2022,successful,successful_conversion
1173,JNR1010MG,USR1183,lead,1/1/2022,unsuccessful,lead_introduction
1174,JNR1010MG,USR1183,lead,1/1/2022,successful,lead_introduction
1175,JNR1010MG,USR1183,lead,1/3/2022,successful,demo_schedule
1176,JNR1010MG,USR1183,lead,1/4/2022,successful,demo_not_attended
1177,JNR1010MG,USR1183,lead,1/4/2022,successful,demo_not_attended
1178,JNR1010MG,USR1183,lead,1/4/2022,successful,demo_not_attended
1179,JNR1010MG,USR1183,awareness,1/4/2022,successful,post_demo_followup
1180,JNR1010MG,USR1183,consideration,1/5/2022,successful,interested_for_conversion
1181,JNR1010MG,USR1183,consideration,1/5/2022,successful,followup_for_conversion
1182,JNR1010MG,USR1183,consideration,1/5/2022,successful,followup_for_conversion
1183,JNR1010MG,USR1183,conversion,1/5/2022,successful,successful_conversion
1184,JNR1010MG,USR1184,lead,1/2/2022,successful,lead_introduction
1185,JNR1010MG,USR1184,lead,1/4/2022,successful,demo_schedule
1186,JNR1010MG,USR1184,lead,1/5/2022,successful,demo_not_attended
1187,JNR1010MG,USR1184,lead,1/5/2022,successful,demo_not_attended
1188,JNR1010MG,USR1185,lead,1/3/2022,unsuccessful,lead_introduction
1189,JNR1010MG,USR1185,lead,1/4/2022,successful,lead_introduction
1190,JNR1010MG,USR1185,lead,1/5/2022,successful,demo_schedule
1191,JNR1010MG,USR1185,lead,1/6/2022,successful,demo_not_attended
1192,JNR1010MG,USR1185,awareness,1/6/2022,successful,post_demo_followup
1193,JNR1010MG,USR1185,consideration,1/6/2022,successful,interested_for_conversion
1194,JNR1010MG,USR1185,awareness,1/6/2022,successful,followup_for_consideration
1195,JNR1010MG,USR1185,consideration,1/6/2022,successful,interested_for_conversion
1196,JNR1010MG,USR1185,awareness,1/6/2022,successful,followup_for_consideration
1197,JNR1010MG,USR1186,lead,1/8/2022,successful,lead_introduction
1198,JNR1010MG,USR1186,lead,1/9/2022,successful,demo_schedule
1199,JNR1010MG,USR1186,lead,1/10/2022,successful,demo_not_attended
1200,JNR1010MG,USR1186,lead,1/10/2022,successful,demo_not_attended
1201,JNR1010MG,USR1186,lead,1/10/2022,unsuccessful,demo_not_attended
1202,JNR1010MG,USR1186,lead,1/10/2022,successful,demo_not_attended
1203,JNR1010MG,USR1187,lead,1/8/2022,successful,lead_introduction
1204,JNR1010MG,USR1187,lead,1/10/2022,successful,demo_schedule
1205,JNR1010MG,USR1187,lead,1/10/2022,successful,demo_not_attended
1206,JNR1010MG,USR1187,lead,1/10/2022,successful,demo_not_attended
1207,JNR1010MG,USR1187,awareness,1/10/2022,successful,post_demo_followup
1208,JNR1010MG,USR1187,consideration,1/11/2022,successful,interested_for_conversion
1209,JNR1010MG,USR1187,consideration,1/11/2022,successful,followup_for_conversion
1210,JNR1010MG,USR1187,consideration,1/11/2022,successful,followup_for_conversion
1211,JNR1010MG,USR1188,lead,1/8/2022,unsuccessful,lead_introduction
1212,JNR1010MG,USR1188,lead,1/8/2022,successful,lead_introduction
1213,JNR1010MG,USR1188,lead,1/8/2022,successful,demo_schedule
1214,JNR1010MG,USR1188,lead,1/9/2022,successful,demo_not_attended
1215,JNR1010MG,USR1188,lead,1/9/2022,successful,demo_not_attended
1216,JNR1010MG,USR1189,lead,1/8/2022,successful,lead_introduction
1217,JNR1010MG,USR1189,lead,1/10/2022,successful,demo_schedule
1218,JNR1010MG,USR1189,lead,1/11/2022,successful,demo_not_attended
1219,JNR1010MG,USR1190,lead,1/8/2022,unsuccessful,lead_introduction
1220,JNR1010MG,USR1190,lead,1/9/2022,successful,lead_introduction
1221,JNR1010MG,USR1190,lead,1/10/2022,successful,demo_schedule
1222,JNR1010MG,USR1190,lead,1/14/2022,successful,demo_not_attended
1223,JNR1010MG,USR1190,lead,1/14/2022,successful,demo_not_attended
1224,JNR1010MG,USR1190,lead,1/14/2022,successful,demo_not_attended
1225,JNR1010MG,USR1190,awareness,1/14/2022,successful,post_demo_followup
1226,JNR1010MG,USR1191,lead,1/15/2022,successful,lead_introduction
1227,JNR1010MG,USR1191,lead,1/16/2022,successful,demo_schedule
1228,JNR1010MG,USR1191,lead,1/20/2022,successful,demo_not_attended
1229,JNR1010MG,USR1191,lead,1/20/2022,successful,demo_not_attended
1230,JNR1010MG,USR1191,lead,1/20/2022,unsuccessful,demo_not_attended
1231,JNR1010MG,USR1191,lead,1/20/2022,successful,demo_not_attended
1232,JNR1010MG,USR1191,awareness,1/20/2022,successful,post_demo_followup
1233,JNR1010MG,USR1191,consideration,1/21/2022,successful,interested_for_conversion
1234,JNR1010MG,USR1191,consideration,1/21/2022,successful,followup_for_conversion
1235,JNR1010MG,USR1191,consideration,1/21/2022,successful,followup_for_conversion
1236,JNR1010MG,USR1192,lead,1/15/2022,successful,lead_introduction
1237,JNR1010MG,USR1192,lead,1/17/2022,successful,demo_schedule
1238,JNR1010MG,USR1192,lead,1/17/2022,successful,demo_not_attended
1239,JNR1010MG,USR1192,lead,1/17/2022,successful,demo_not_attended
1240,JNR1010MG,USR1192,awareness,1/17/2022,successful,post_demo_followup
1241,JNR1010MG,USR1192,consideration,1/18/2022,successful,interested_for_conversion
1242,JNR1010MG,USR1192,consideration,1/18/2022,successful,followup_for_conversion
1243,JNR1010MG,USR1192,consideration,1/18/2022,successful,followup_for_conversion
1244,JNR1010MG,USR1192,conversion,1/18/2022,successful,successful_conversion
1245,JNR1010MG,USR1193,lead,1/17/2022,unsuccessful,lead_introduction
1246,JNR1010MG,USR1193,lead,1/18/2022,successful,lead_introduction
1247,JNR1010MG,USR1193,lead,1/18/2022,unsuccessful,demo_schedule
1248,JNR1010MG,USR1193,lead,1/20/2022,successful,demo_schedule
1249,JNR1010MG,USR1193,lead,1/21/2022,successful,demo_not_attended
1250,JNR1010MG,USR1193,lead,1/21/2022,successful,demo_not_attended
1251,JNR1010MG,USR1193,awareness,1/21/2022,successful,post_demo_followup
1252,JNR1010MG,USR1193,consideration,1/22/2022,successful,interested_for_conversion
1253,JNR1010MG,USR1193,consideration,1/22/2022,successful,followup_for_conversion
1254,JNR1010MG,USR1193,consideration,1/22/2022,successful,followup_for_conversion
1255,JNR1010MG,USR1193,conversion,1/22/2022,successful,successful_conversion
1256,JNR1010MG,USR1194,lead,1/17/2022,successful,lead_introduction
1257,JNR1010MG,USR1194,lead,1/18/2022,successful,demo_schedule
1258,JNR1010MG,USR1194,lead,1/19/2022,successful,demo_not_attended
1259,JNR1010MG,USR1195,lead,1/15/2022,unsuccessful,lead_introduction
1260,JNR1010MG,USR1195,lead,1/16/2022,successful,lead_introduction
1261,JNR1010MG,USR1195,lead,1/17/2022,successful,demo_schedule
1262,JNR1010MG,USR1195,lead,1/18/2022,successful,demo_not_attended
1263,JNR1010MG,USR1195,lead,1/18/2022,successful,demo_not_attended
1264,JNR1010MG,USR1195,lead,1/18/2022,successful,demo_not_attended
1265,JNR1010MG,USR1195,awareness,1/18/2022,successful,post_demo_followup
1266,JNR1010MG,USR1196,lead,2/19/2022,successful,lead_introduction
1267,JNR1010MG,USR1196,lead,2/21/2022,successful,demo_schedule
1268,JNR1010MG,USR1196,lead,2/22/2022,successful,demo_not_attended
1269,JNR1010MG,USR1196,lead,2/22/2022,successful,demo_not_attended
1270,JNR1010MG,USR1196,lead,2/22/2022,unsuccessful,demo_not_attended
1271,JNR1010MG,USR1196,lead,2/22/2022,successful,demo_not_attended
1272,JNR1010MG,USR1197,lead,2/19/2022,successful,lead_introduction
1273,JNR1010MG,USR1197,lead,2/21/2022,successful,demo_schedule
1274,JNR1010MG,USR1197,lead,2/23/2022,successful,demo_not_attended
1275,JNR1010MG,USR1197,lead,2/23/2022,successful,demo_not_attended
1276,JNR1010MG,USR1197,lead,2/23/2022,unsuccessful,demo_not_attended
1277,JNR1010MG,USR1197,lead,2/23/2022,successful,demo_not_attended
1278,JNR1010MG,USR1197,awareness,2/23/2022,successful,post_demo_followup
1279,JNR1010MG,USR1197,consideration,2/24/2022,successful,interested_for_conversion
1280,JNR1010MG,USR1197,consideration,2/24/2022,successful,followup_for_conversion
1281,JNR1010MG,USR1197,consideration,2/24/2022,successful,followup_for_conversion
1282,JNR1010MG,USR1198,lead,2/19/2022,unsuccessful,lead_introduction
1283,JNR1010MG,USR1198,lead,2/19/2022,successful,lead_introduction
1284,JNR1010MG,USR1198,lead,2/20/2022,successful,demo_schedule
1285,JNR1010MG,USR1198,lead,2/22/2022,successful,demo_not_attended
1286,JNR1010MG,USR1198,lead,2/22/2022,successful,demo_not_attended
1287,JNR1010MG,USR1198,lead,2/22/2022,successful,demo_not_attended
1288,JNR1010MG,USR1198,awareness,2/22/2022,successful,post_demo_followup
1289,JNR1010MG,USR1199,lead,2/19/2022,successful,lead_introduction
1290,JNR1010MG,USR1199,lead,2/20/2022,successful,demo_schedule
1291,JNR1010MG,USR1199,lead,2/21/2022,successful,demo_not_attended
1292,JNR1010MG,USR1199,lead,2/21/2022,successful,demo_not_attended
1293,JNR1010MG,USR1200,lead,2/19/2022,unsuccessful,lead_introduction
1294,JNR1010MG,USR1200,lead,2/20/2022,successful,lead_introduction
1295,JNR1010MG,USR1200,lead,2/22/2022,successful,demo_schedule
1296,JNR1010MG,USR1200,lead,2/23/2022,successful,demo_not_attended
1297,JNR1011MG,USR1201,lead,1/1/2022,successful,lead_introduction
1298,JNR1011MG,USR1201,lead,1/3/2022,successful,demo_schedule
1299,JNR1011MG,USR1201,lead,1/4/2022,successful,demo_not_attended
1300,JNR1011MG,USR1201,lead,1/4/2022,successful,demo_not_attended
1301,JNR1011MG,USR1201,lead,1/4/2022,unsuccessful,demo_not_attended
1302,JNR1011MG,USR1201,lead,1/4/2022,successful,demo_not_attended
1303,JNR1011MG,USR1202,lead,1/1/2022,successful,lead_introduction
1304,JNR1011MG,USR1202,lead,1/2/2022,successful,demo_schedule
1305,JNR1011MG,USR1202,lead,1/5/2022,successful,demo_not_attended
1306,JNR1011MG,USR1202,lead,1/5/2022,successful,demo_not_attended
1307,JNR1011MG,USR1202,lead,1/5/2022,unsuccessful,demo_not_attended
1308,JNR1011MG,USR1202,lead,1/5/2022,successful,demo_not_attended
1309,JNR1011MG,USR1202,awareness,1/5/2022,successful,post_demo_followup
1310,JNR1011MG,USR1202,consideration,1/6/2022,successful,interested_for_conversion
1311,JNR1011MG,USR1202,consideration,1/6/2022,successful,followup_for_conversion
1312,JNR1011MG,USR1202,consideration,1/6/2022,successful,followup_for_conversion
1313,JNR1011MG,USR1203,lead,1/1/2022,unsuccessful,lead_introduction
1314,JNR1011MG,USR1203,lead,1/1/2022,successful,lead_introduction
1315,JNR1011MG,USR1203,lead,1/2/2022,successful,demo_schedule
1316,JNR1011MG,USR1203,lead,1/5/2022,successful,demo_not_attended
1317,JNR1011MG,USR1203,lead,1/5/2022,successful,demo_not_attended
1318,JNR1011MG,USR1203,lead,1/5/2022,successful,demo_not_attended
1319,JNR1011MG,USR1203,awareness,1/5/2022,successful,post_demo_followup
1320,JNR1011MG,USR1204,lead,1/1/2022,successful,lead_introduction
1321,JNR1011MG,USR1204,lead,1/3/2022,successful,demo_schedule
1322,JNR1011MG,USR1204,lead,1/4/2022,successful,demo_not_attended
1323,JNR1011MG,USR1204,lead,1/4/2022,successful,demo_not_attended
1324,JNR1011MG,USR1205,lead,1/1/2022,unsuccessful,lead_introduction
1325,JNR1011MG,USR1205,lead,1/2/2022,successful,lead_introduction
1326,JNR1011MG,USR1205,lead,1/2/2022,successful,demo_schedule
1327,JNR1011MG,USR1205,lead,1/3/2022,successful,demo_not_attended
1328,JNR1011MG,USR1206,lead,1/10/2022,successful,lead_introduction
1329,JNR1011MG,USR1206,lead,1/12/2022,successful,demo_schedule
1330,JNR1011MG,USR1206,lead,1/13/2022,successful,demo_not_attended
1331,JNR1011MG,USR1206,lead,1/13/2022,successful,demo_not_attended
1332,JNR1011MG,USR1206,lead,1/13/2022,unsuccessful,demo_not_attended
1333,JNR1011MG,USR1206,lead,1/13/2022,successful,demo_not_attended
1334,JNR1011MG,USR1207,lead,1/11/2022,successful,lead_introduction
1335,JNR1011MG,USR1207,lead,1/12/2022,successful,demo_schedule
1336,JNR1011MG,USR1207,lead,1/13/2022,successful,demo_not_attended
1337,JNR1011MG,USR1207,lead,1/13/2022,successful,demo_not_attended
1338,JNR1011MG,USR1207,awareness,1/13/2022,successful,post_demo_followup
1339,JNR1011MG,USR1207,consideration,1/14/2022,successful,interested_for_conversion
1340,JNR1011MG,USR1207,consideration,1/14/2022,successful,followup_for_conversion
1341,JNR1011MG,USR1207,consideration,1/14/2022,successful,followup_for_conversion
1342,JNR1011MG,USR1208,lead,1/12/2022,unsuccessful,lead_introduction
1343,JNR1011MG,USR1208,lead,1/13/2022,successful,lead_introduction
1344,JNR1011MG,USR1208,lead,1/14/2022,successful,demo_schedule
1345,JNR1011MG,USR1208,lead,1/15/2022,successful,demo_not_attended
1346,JNR1011MG,USR1208,lead,1/15/2022,successful,demo_not_attended
1347,JNR1011MG,USR1209,lead,1/14/2022,successful,lead_introduction
1348,JNR1011MG,USR1209,lead,1/16/2022,successful,demo_schedule
1349,JNR1011MG,USR1209,lead,1/17/2022,successful,demo_not_attended
1350,JNR1011MG,USR1210,lead,1/15/2022,unsuccessful,lead_introduction
1351,JNR1011MG,USR1210,lead,1/16/2022,successful,lead_introduction
1352,JNR1011MG,USR1210,lead,1/16/2022,successful,demo_schedule
1353,JNR1011MG,USR1210,lead,1/17/2022,successful,demo_not_attended
1354,JNR1011MG,USR1210,lead,1/17/2022,successful,demo_not_attended
1355,JNR1011MG,USR1210,lead,1/17/2022,successful,demo_not_attended
1356,JNR1011MG,USR1210,awareness,1/17/2022,successful,post_demo_followup
1357,JNR1011MG,USR1211,lead,1/24/2022,successful,lead_introduction
1358,JNR1011MG,USR1211,lead,1/26/2022,successful,demo_schedule
1359,JNR1011MG,USR1211,lead,1/27/2022,successful,demo_not_attended
1360,JNR1011MG,USR1211,lead,1/27/2022,successful,demo_not_attended
1361,JNR1011MG,USR1211,lead,1/27/2022,unsuccessful,demo_not_attended
1362,JNR1011MG,USR1211,lead,1/27/2022,successful,demo_not_attended
1363,JNR1011MG,USR1211,awareness,1/27/2022,successful,post_demo_followup
1364,JNR1011MG,USR1211,consideration,1/28/2022,successful,interested_for_conversion
1365,JNR1011MG,USR1211,consideration,1/28/2022,unsuccessful,followup_for_conversion
1366,JNR1011MG,USR1211,consideration,1/28/2022,successful,followup_for_conversion
1367,JNR1011MG,USR1212,lead,1/25/2022,successful,lead_introduction
1368,JNR1011MG,USR1212,lead,1/26/2022,successful,demo_schedule
1369,JNR1011MG,USR1212,lead,1/27/2022,successful,demo_not_attended
1370,JNR1011MG,USR1212,lead,1/27/2022,successful,demo_not_attended
1371,JNR1011MG,USR1212,awareness,1/27/2022,successful,post_demo_followup
1372,JNR1011MG,USR1212,consideration,1/28/2022,successful,interested_for_conversion
1373,JNR1011MG,USR1212,consideration,1/28/2022,successful,followup_for_conversion
1374,JNR1011MG,USR1212,consideration,1/28/2022,successful,followup_for_conversion
1375,JNR1011MG,USR1212,conversion,1/28/2022,successful,successful_conversion
1376,JNR1011MG,USR1213,lead,1/17/2022,unsuccessful,lead_introduction
1377,JNR1011MG,USR1213,lead,1/18/2022,successful,lead_introduction
1378,JNR1011MG,USR1213,lead,1/19/2022,unsuccessful,demo_schedule
1379,JNR1011MG,USR1213,lead,1/20/2022,successful,demo_schedule
1380,JNR1011MG,USR1213,lead,1/21/2022,successful,demo_not_attended
1381,JNR1011MG,USR1213,lead,1/21/2022,successful,demo_not_attended
1382,JNR1011MG,USR1213,awareness,1/21/2022,successful,post_demo_followup
1383,JNR1011MG,USR1213,consideration,1/22/2022,successful,interested_for_conversion
1384,JNR1011MG,USR1213,consideration,1/22/2022,unsuccessful,followup_for_conversion
1385,JNR1011MG,USR1213,consideration,1/22/2022,successful,followup_for_conversion
1386,JNR1011MG,USR1213,conversion,1/22/2022,successful,successful_conversion
1387,JNR1011MG,USR1214,lead,1/17/2022,successful,lead_introduction
1388,JNR1011MG,USR1214,lead,1/19/2022,successful,demo_schedule
1389,JNR1011MG,USR1214,lead,1/20/2022,successful,demo_not_attended
1390,JNR1011MG,USR1215,lead,1/15/2022,unsuccessful,lead_introduction
1391,JNR1011MG,USR1215,lead,1/16/2022,successful,lead_introduction
1392,JNR1011MG,USR1215,lead,1/17/2022,successful,demo_schedule
1393,JNR1011MG,USR1215,lead,1/18/2022,successful,demo_not_attended
1394,JNR1011MG,USR1215,lead,1/18/2022,successful,demo_not_attended
1395,JNR1011MG,USR1215,lead,1/18/2022,successful,demo_not_attended
1396,JNR1011MG,USR1215,awareness,1/18/2022,successful,post_demo_followup
1397,JNR1011MG,USR1216,lead,2/19/2022,successful,lead_introduction
1398,JNR1011MG,USR1216,lead,2/20/2022,successful,demo_schedule
1399,JNR1011MG,USR1216,lead,2/21/2022,successful,demo_not_attended
1400,JNR1011MG,USR1216,lead,2/21/2022,successful,demo_not_attended
1401,JNR1011MG,USR1216,lead,2/21/2022,unsuccessful,demo_not_attended
1402,JNR1011MG,USR1216,lead,2/21/2022,successful,demo_not_attended
1403,JNR1011MG,USR1217,lead,2/19/2022,successful,lead_introduction
1404,JNR1011MG,USR1217,lead,2/21/2022,successful,demo_schedule
1405,JNR1011MG,USR1217,lead,2/23/2022,successful,demo_not_attended
1406,JNR1011MG,USR1217,lead,2/23/2022,successful,demo_not_attended
1407,JNR1011MG,USR1217,lead,2/23/2022,unsuccessful,demo_not_attended
1408,JNR1011MG,USR1217,lead,2/23/2022,successful,demo_not_attended
1409,JNR1011MG,USR1217,awareness,2/23/2022,successful,post_demo_followup
1410,JNR1011MG,USR1217,consideration,2/24/2022,successful,interested_for_conversion
1411,JNR1011MG,USR1217,consideration,2/24/2022,successful,followup_for_conversion
1412,JNR1011MG,USR1217,consideration,2/24/2022,successful,followup_for_conversion
1413,JNR1011MG,USR1218,lead,2/19/2022,unsuccessful,lead_introduction
1414,JNR1011MG,USR1218,lead,2/19/2022,successful,lead_introduction
1415,JNR1011MG,USR1218,lead,2/21/2022,successful,demo_schedule
1416,JNR1011MG,USR1218,lead,2/22/2022,successful,demo_not_attended
1417,JNR1011MG,USR1218,lead,2/22/2022,successful,demo_not_attended
1418,JNR1011MG,USR1218,lead,2/22/2022,successful,demo_not_attended
1419,JNR1011MG,USR1218,awareness,2/22/2022,successful,post_demo_followup
1420,JNR1011MG,USR1219,lead,2/20/2022,successful,lead_introduction
1421,JNR1011MG,USR1219,lead,2/21/2022,successful,demo_schedule
1422,JNR1011MG,USR1219,lead,2/22/2022,successful,demo_not_attended
1423,JNR1011MG,USR1219,lead,2/22/2022,successful,demo_not_attended
1424,JNR1011MG,USR1220,lead,2/21/2022,unsuccessful,lead_introduction
1425,JNR1011MG,USR1220,lead,2/22/2022,successful,lead_introduction
1426,JNR1011MG,USR1220,lead,2/23/2022,successful,demo_schedule
1427,JNR1011MG,USR1220,lead,2/23/2022,successful,demo_not_attended
1428,JNR1012MG,USR1221,lead,1/1/2022,successful,lead_introduction
1429,JNR1012MG,USR1221,lead,1/3/2022,successful,demo_schedule
1430,JNR1012MG,USR1221,lead,1/3/2022,successful,demo_not_attended
1431,JNR1012MG,USR1221,lead,1/3/2022,successful,demo_not_attended
1432,JNR1012MG,USR1221,lead,1/3/2022,unsuccessful,demo_not_attended
1433,JNR1012MG,USR1221,lead,1/3/2022,successful,demo_not_attended
1434,JNR1012MG,USR1222,lead,1/1/2022,successful,lead_introduction
1435,JNR1012MG,USR1222,lead,1/1/2022,successful,demo_schedule
1436,JNR1012MG,USR1222,lead,1/7/2022,successful,demo_not_attended
1437,JNR1012MG,USR1222,lead,1/7/2022,successful,demo_not_attended
1438,JNR1012MG,USR1222,lead,1/7/2022,unsuccessful,demo_not_attended
1439,JNR1012MG,USR1222,lead,1/7/2022,successful,demo_not_attended
1440,JNR1012MG,USR1222,awareness,1/7/2022,successful,post_demo_followup
1441,JNR1012MG,USR1222,consideration,1/8/2022,successful,interested_for_conversion
1442,JNR1012MG,USR1222,consideration,1/8/2022,unsuccessful,followup_for_conversion
1443,JNR1012MG,USR1222,consideration,1/8/2022,successful,followup_for_conversion
1444,JNR1012MG,USR1222,conversion,1/9/2022,successful,successful_conversion
1445,JNR1012MG,USR1223,lead,1/1/2022,unsuccessful,lead_introduction
1446,JNR1012MG,USR1223,lead,1/1/2022,successful,lead_introduction
1447,JNR1012MG,USR1223,lead,1/3/2022,successful,demo_schedule
1448,JNR1012MG,USR1223,lead,1/4/2022,successful,demo_not_attended
1449,JNR1012MG,USR1223,lead,1/4/2022,successful,demo_not_attended
1450,JNR1012MG,USR1223,lead,1/4/2022,successful,demo_not_attended
1451,JNR1012MG,USR1223,awareness,1/4/2022,successful,post_demo_followup
1452,JNR1012MG,USR1223,consideration,1/5/2022,successful,interested_for_conversion
1453,JNR1012MG,USR1223,consideration,1/5/2022,successful,followup_for_conversion
1454,JNR1012MG,USR1223,consideration,1/5/2022,successful,followup_for_conversion
1455,JNR1012MG,USR1223,conversion,1/6/2022,successful,successful_conversion
1456,JNR1012MG,USR1224,lead,1/2/2022,successful,lead_introduction
1457,JNR1012MG,USR1224,lead,1/3/2022,successful,demo_schedule
1458,JNR1012MG,USR1224,lead,1/3/2022,successful,demo_not_attended
1459,JNR1012MG,USR1224,lead,1/3/2022,successful,demo_not_attended
1460,JNR1012MG,USR1225,lead,1/3/2022,unsuccessful,lead_introduction
1461,JNR1012MG,USR1225,lead,1/4/2022,successful,lead_introduction
1462,JNR1012MG,USR1225,lead,1/5/2022,successful,demo_schedule
1463,JNR1012MG,USR1225,lead,1/6/2022,successful,demo_not_attended
1464,JNR1012MG,USR1225,awareness,1/6/2022,successful,post_demo_followup
1465,JNR1012MG,USR1225,consideration,1/6/2022,successful,interested_for_conversion
1466,JNR1012MG,USR1225,awareness,1/6/2022,successful,followup_for_consideration
1467,JNR1012MG,USR1225,consideration,1/6/2022,successful,interested_for_conversion
1468,JNR1012MG,USR1225,awareness,1/6/2022,successful,followup_for_consideration
1469,JNR1012MG,USR1226,lead,1/8/2022,successful,lead_introduction
1470,JNR1012MG,USR1226,lead,1/10/2022,successful,demo_schedule
1471,JNR1012MG,USR1226,lead,1/10/2022,successful,demo_not_attended
1472,JNR1012MG,USR1226,lead,1/10/2022,successful,demo_not_attended
1473,JNR1012MG,USR1226,lead,1/10/2022,unsuccessful,demo_not_attended
1474,JNR1012MG,USR1226,lead,1/10/2022,successful,demo_not_attended
1475,JNR1012MG,USR1227,lead,1/8/2022,successful,lead_introduction
1476,JNR1012MG,USR1227,lead,1/8/2022,successful,demo_schedule
1477,JNR1012MG,USR1227,lead,1/10/2022,successful,demo_not_attended
1478,JNR1012MG,USR1227,lead,1/10/2022,successful,demo_not_attended
1479,JNR1012MG,USR1227,awareness,1/10/2022,successful,post_demo_followup
1480,JNR1012MG,USR1227,consideration,1/11/2022,successful,interested_for_conversion
1481,JNR1012MG,USR1227,consideration,1/11/2022,successful,followup_for_conversion
1482,JNR1012MG,USR1227,consideration,1/11/2022,successful,followup_for_conversion
1483,JNR1012MG,USR1228,lead,1/9/2022,unsuccessful,lead_introduction
1484,JNR1012MG,USR1228,lead,1/9/2022,successful,lead_introduction
1485,JNR1012MG,USR1228,lead,1/11/2022,successful,demo_schedule
1486,JNR1012MG,USR1228,lead,1/11/2022,successful,demo_not_attended
1487,JNR1012MG,USR1228,lead,1/11/2022,successful,demo_not_attended
1488,JNR1012MG,USR1229,lead,1/8/2022,successful,lead_introduction
1489,JNR1012MG,USR1229,lead,1/9/2022,successful,demo_schedule
1490,JNR1012MG,USR1229,lead,1/9/2022,successful,demo_not_attended
1491,JNR1012MG,USR1230,lead,1/8/2022,unsuccessful,lead_introduction
1492,JNR1012MG,USR1230,lead,1/9/2022,successful,lead_introduction
1493,JNR1012MG,USR1230,lead,1/10/2022,successful,demo_schedule
1494,JNR1012MG,USR1230,lead,1/14/2022,successful,demo_not_attended
1495,JNR1012MG,USR1230,lead,1/14/2022,successful,demo_not_attended
1496,JNR1012MG,USR1230,lead,1/14/2022,successful,demo_not_attended
1497,JNR1012MG,USR1230,awareness,1/14/2022,successful,post_demo_followup
1498,JNR1012MG,USR1231,lead,1/17/2022,successful,lead_introduction
1499,JNR1012MG,USR1231,lead,1/19/2022,successful,demo_schedule
1500,JNR1012MG,USR1231,lead,1/20/2022,successful,demo_not_attended
1501,JNR1012MG,USR1231,lead,1/20/2022,successful,demo_not_attended
1502,JNR1012MG,USR1231,lead,1/20/2022,unsuccessful,demo_not_attended
1503,JNR1012MG,USR1231,lead,1/20/2022,successful,demo_not_attended
1504,JNR1012MG,USR1231,awareness,1/20/2022,successful,post_demo_followup
1505,JNR1012MG,USR1231,consideration,1/21/2022,successful,interested_for_conversion
